# Settings - STEP_TO_TIME: 0.1
# Settings - SIMULATION_TIME: 10800
# Settings - STEPS: 108000
# Settings - MAX_CONTAINERS_AMMOUNT: 2
#name production.product_1 production.product_2 production.product_3 stoppers_occupied conveyors_moving
#datatype int int int float float
step,production.product_1,production.product_2,production.product_3,stoppers_occupied,conveyors_moving
0,0,0,0,0.0526,0.0238
100,0,0,0,0.0526,0.0476
200,0,0,0,0.0526,0.0476
300,0,0,0,0.0526,0.0476
400,0,0,1,0.0526,0.0476
500,1,0,1,0.0526,0.0476
600,1,0,1,0.0526,0.0476
700,1,1,1,0.0526,0.0476
800,1,1,2,0.0526,0.0476
900,2,1,2,0.0526,0.0238
1000,2,2,2,0.0526,0.0238
1100,2,2,2,0.0526,0.0238
1200,2,2,3,0.0526,0.0476
1300,3,2,3,0.0526,0.0476
1400,3,2,3,0.0526,0.0476
1500,3,3,4,0.0526,0.0476
1600,3,3,4,0.0526,0.0476
1700,4,3,4,0.0526,0.0476
1800,4,4,4,0.0526,0.0476
1900,4,4,4,0.0526,0.0476
2000,4,4,5,0.0526,0.0476
2100,5,4,5,0.0526,0.0476
2200,5,5,5,0.0526,0.0476
2300,5,5,6,0.0526,0.0476
2400,5,5,6,0.0526,0.0476
2500,6,5,6,0.0526,0.0476
2600,6,6,6,0.0526,0.0476
2700,6,6,6,0.0526,0.0476
2800,7,6,7,0.0526,0.0476
2900,7,6,7,0.0526,0.0238
3000,7,7,7,0.0526,0.0476
3100,7,7,8,0.0526,0.0476
3200,7,7,8,0.0526,0.0476
3300,8,8,8,0.0526,0.0476
3400,8,8,8,0.0526,0.0476
3500,8,8,8,0.0526,0.0476
3600,9,8,9,0.0526,0.0476
3700,9,8,9,0.0526,0.0476
3800,9,9,9,0.0526,0.0476
3900,9,9,10,0.0526,0.0476
4000,9,9,10,0.0526,0.0238
4100,10,10,10,0.0526,0.0476
4200,10,10,10,0.0526,0.0476
4300,10,10,11,0.0526,0.0238
4400,11,10,11,0.0526,0.0476
4500,11,10,11,0.0526,0.0476
4600,11,11,11,0.0526,0.0476
4700,11,11,12,0.0526,0.0238
4800,11,11,12,0.0526,0.0476
4900,12,12,12,0.0526,0.0476
5000,12,12,12,0.0526,0.0476
5100,12,12,13,0.0526,0.0476
5200,13,12,13,0.0526,0.0476
5300,13,12,13,0.0526,0.0476
5400,13,13,13,0.0526,0.0476
5500,13,13,14,0.0526,0.0476
5600,14,13,14,0.0526,0.0238
5700,14,14,14,0.0526,0.0238
5800,14,14,14,0.0526,0.0238
5900,14,14,15,0.0526,0.0476
6000,15,14,15,0.0526,0.0476
6100,15,14,15,0.0526,0.0476
6200,15,15,16,0.0526,0.0476
6300,15,15,16,0.0526,0.0476
6400,16,15,16,0.0526,0.0476
6500,16,16,16,0.0526,0.0476
6600,16,16,16,0.0526,0.0476
6700,17,16,17,0.0526,0.0238
6800,17,16,17,0.0526,0.0476
6900,17,17,17,0.0526,0.0476
7000,17,17,18,0.0526,0.0476
7100,17,17,18,0.0526,0.0476
7200,18,17,18,0.0526,0.0476
7300,18,18,18,0.0526,0.0476
7400,18,18,18,0.0526,0.0476
7500,19,18,19,0.0526,0.0476
7600,19,18,19,0.0526,0.0476
7700,19,19,19,0.0526,0.0476
7800,19,19,20,0.0526,0.0476
7900,19,19,20,0.0526,0.0476
8000,20,20,20,0.0526,0.0476
8100,20,20,20,0.0526,0.0476
8200,20,20,20,0.0526,0.0476
8300,21,20,21,0.0526,0.0476
8400,21,20,21,0.0526,0.0476
8500,21,21,21,0.0526,0.0476
8600,21,21,22,0.0526,0.0476
8700,21,21,22,0.0526,0.0238
8800,22,22,22,0.0526,0.0476
8900,22,22,22,0.0526,0.0476
9000,22,22,23,0.0526,0.0238
9100,23,22,23,0.0526,0.0476
9200,23,22,23,0.0526,0.0476
9300,23,23,23,0.0526,0.0476
9400,23,23,24,0.0526,0.0238
9500,23,23,24,0.0526,0.0476
9600,24,24,24,0.0526,0.0476
9700,24,24,24,0.0526,0.0476
9800,24,24,25,0.0526,0.0476
9900,25,24,25,0.0526,0.0476
10000,25,24,25,0.0526,0.0476
10100,25,25,26,0.0526,0.0238
10200,25,25,26,0.0526,0.0476
10300,26,25,26,0.0526,0.0238
10400,26,26,26,0.0526,0.0476
10500,26,26,26,0.0526,0.0238
10600,26,26,27,0.0526,0.0476
10700,27,26,27,0.0526,0.0476
10800,27,27,27,0.0526,0.0238
10900,27,27,28,0.0526,0.0476
11000,27,27,28,0.0526,0.0476
11100,28,27,28,0.0526,0.0476
11200,28,28,28,0.0526,0.0476
11300,28,28,28,0.0526,0.0476
11400,29,28,29,0.0526,0.0238
11500,29,28,29,0.0526,0.0476
11600,29,29,29,0.0526,0.0476
11700,29,29,30,0.0526,0.0476
11800,29,29,30,0.0526,0.0476
11900,30,29,30,0.0526,0.0476
12000,30,30,30,0.0526,0.0476
12100,30,30,30,0.0526,0.0476
12200,31,30,31,0.0526,0.0476
12300,31,30,31,0.0526,0.0476
12400,31,31,31,0.0526,0.0476
12500,31,31,32,0.0526,0.0476
12600,31,31,32,0.0526,0.0476
12700,32,32,32,0.0526,0.0238
12800,32,32,32,0.0526,0.0476
12900,32,32,32,0.0526,0.0476
13000,33,32,33,0.0526,0.0476
13100,33,32,33,0.0526,0.0476
13200,33,33,33,0.0526,0.0476
13300,33,33,34,0.0526,0.0476
13400,33,33,34,0.0526,0.0476
13500,34,34,34,0.0526,0.0476
13600,34,34,34,0.0526,0.0476
13700,34,34,35,0.0526,0.0238
13800,35,34,35,0.0526,0.0476
13900,35,34,35,0.0526,0.0476
14000,35,35,35,0.0526,0.0476
14100,35,35,36,0.0526,0.0476
14200,35,35,36,0.0526,0.0476
14300,36,36,36,0.0526,0.0476
14400,36,36,36,0.0526,0.0476
14500,36,36,37,0.0526,0.0476
14600,37,36,37,0.0526,0.0476
14700,37,36,37,0.0526,0.0476
14800,37,37,38,0.0526,0.0238
14900,37,37,38,0.0526,0.0476
15000,38,37,38,0.0526,0.0238
15100,38,38,38,0.0526,0.0476
15200,38,38,38,0.0526,0.0238
15300,38,38,39,0.0526,0.0476
15400,39,38,39,0.0526,0.0476
15500,39,39,39,0.0526,0.0238
15600,39,39,40,0.0526,0.0476
15700,39,39,40,0.0526,0.0476
15800,40,39,40,0.0526,0.0476
15900,40,40,40,0.0526,0.0476
16000,40,40,40,0.0526,0.0476
16100,41,40,41,0.0526,0.0000
16200,41,40,41,0.0526,0.0476
16300,41,41,41,0.0526,0.0476
16400,41,41,42,0.0526,0.0476
16500,41,41,42,0.0526,0.0476
16600,42,42,42,0.0526,0.0238
16700,42,42,42,0.0526,0.0476
16800,42,42,42,0.0526,0.0476
