# Settings - STEP_TO_TIME: 0.1
# Settings - SIMULATION_TIME: 10800
# Settings - STEPS: 108000
# Settings - MAX_CONTAINERS_AMMOUNT: 2
#name production.product_1 production.product_2 production.product_3 stoppers_occupied conveyors_moving
#datatype int int int float float
step,production.product_1,production.product_2,production.product_3,stoppers_occupied,conveyors_moving
0,0,0,0,0.0526,0.0000
100,0,0,0,0.0526,0.0000
200,0,0,0,0.0526,0.0000
300,0,0,0,0.0526,0.0000
400,1,0,0,0.0526,0.0000
500,1,1,0,0.0526,0.0000
600,1,1,0,0.0526,0.0000
700,2,1,1,0.0526,0.0000
800,2,1,1,0.0526,0.0000
900,2,2,1,0.0526,0.0000
1000,2,2,2,0.0526,0.0000
1100,2,2,2,0.0526,0.0000
1200,3,3,2,0.0526,0.0000
1300,3,3,2,0.0526,0.0000
1400,3,3,2,0.0526,0.0000
1500,4,3,3,0.0526,0.0000
1600,4,3,3,0.0526,0.0000
1700,4,4,3,0.0526,0.0000
1800,4,4,4,0.0526,0.0000
1900,4,4,4,0.0526,0.0000
2000,5,5,4,0.0526,0.0000
2100,5,5,4,0.0526,0.0000
2200,5,5,4,0.0526,0.0000
2300,6,5,5,0.0526,0.0000
2400,6,5,5,0.0526,0.0000
2500,6,6,5,0.0526,0.0000
2600,6,6,6,0.0526,0.0000
2700,6,6,6,0.0526,0.0000
2800,7,7,6,0.0526,0.0000
2900,7,7,6,0.0526,0.0000
3000,7,7,6,0.0526,0.0000
3100,8,7,7,0.0526,0.0000
3200,8,7,7,0.0526,0.0000
3300,8,8,7,0.0526,0.0000
3400,8,8,8,0.0526,0.0000
3500,8,8,8,0.0526,0.0000
3600,9,9,8,0.0526,0.0000
3700,9,9,8,0.0526,0.0000
3800,9,9,9,0.0526,0.0000
3900,10,9,9,0.0526,0.0000
4000,10,9,9,0.0526,0.0000
4100,10,10,10,0.0526,0.0000
4200,10,10,10,0.0526,0.0000
4300,10,10,10,0.0526,0.0000
4400,11,11,10,0.0526,0.0000
4500,11,11,10,0.0526,0.0000
4600,11,11,11,0.0526,0.0000
4700,12,11,11,0.0526,0.0000
4800,12,11,11,0.0526,0.0000
4900,12,12,12,0.0526,0.0000
5000,12,12,12,0.0526,0.0000
5100,13,12,12,0.0526,0.0000
5200,13,13,12,0.0526,0.0000
5300,13,13,12,0.0526,0.0000
5400,14,13,13,0.0526,0.0000
5500,14,13,13,0.0526,0.0000
5600,14,14,13,0.0526,0.0000
5700,14,14,14,0.0526,0.0000
5800,14,14,14,0.0526,0.0000
5900,15,15,14,0.0526,0.0000
6000,15,15,14,0.0526,0.0000
6100,15,15,14,0.0526,0.0000
6200,16,15,15,0.0526,0.0000
6300,16,15,15,0.0526,0.0000
6400,16,16,15,0.0526,0.0000
6500,16,16,16,0.0526,0.0000
6600,16,16,16,0.0526,0.0000
6700,17,17,16,0.0526,0.0000
6800,17,17,16,0.0526,0.0000
6900,17,17,16,0.0526,0.0000
7000,18,17,17,0.0526,0.0000
7100,18,17,17,0.0526,0.0000
7200,18,18,17,0.0526,0.0000
7300,18,18,18,0.0526,0.0000
7400,18,18,18,0.0526,0.0000
7500,19,19,18,0.0526,0.0000
7600,19,19,18,0.0526,0.0000
7700,19,19,18,0.0526,0.0000
7800,20,19,19,0.0526,0.0000
7900,20,19,19,0.0526,0.0000
8000,20,20,19,0.0526,0.0000
8100,20,20,20,0.0526,0.0000
8200,20,20,20,0.0526,0.0000
8300,21,21,20,0.0526,0.0000
8400,21,21,20,0.0526,0.0000
8500,21,21,21,0.0526,0.0000
8600,22,21,21,0.0526,0.0000
8700,22,21,21,0.0526,0.0000
8800,22,22,22,0.0526,0.0000
8900,22,22,22,0.0526,0.0000
9000,23,22,22,0.0526,0.0000
9100,23,23,22,0.0526,0.0000
9200,23,23,22,0.0526,0.0000
9300,24,23,23,0.0526,0.0000
9400,24,23,23,0.0526,0.0000
9500,24,23,23,0.0526,0.0000
9600,24,24,24,0.0526,0.0000
9700,24,24,24,0.0526,0.0000
9800,25,24,24,0.0526,0.0000
9900,25,25,24,0.0526,0.0000
10000,25,25,24,0.0526,0.0000
10100,26,25,25,0.0526,0.0000
10200,26,25,25,0.0526,0.0000
10300,26,26,25,0.0526,0.0000
10400,26,26,26,0.0526,0.0000
10500,26,26,26,0.0526,0.0000
10600,27,27,26,0.0526,0.0000
10700,27,27,26,0.0526,0.0000
10800,27,27,26,0.0526,0.0000
10900,28,27,27,0.0526,0.0000
11000,28,27,27,0.0526,0.0000
11100,28,28,27,0.0526,0.0000
11200,28,28,28,0.0526,0.0000
11300,28,28,28,0.0526,0.0000
11400,29,29,28,0.0526,0.0000
11500,29,29,28,0.0526,0.0000
11600,29,29,28,0.0526,0.0000
11700,30,29,29,0.0526,0.0000
11800,30,29,29,0.0526,0.0000
11900,30,30,29,0.0526,0.0000
12000,30,30,30,0.0526,0.0000
12100,30,30,30,0.0526,0.0000
12200,31,31,30,0.0526,0.0000
12300,31,31,30,0.0526,0.0000
12400,31,31,31,0.0526,0.0000
12500,32,31,31,0.0526,0.0000
12600,32,31,31,0.0526,0.0000
12700,32,32,32,0.0526,0.0000
12800,32,32,32,0.0526,0.0000
12900,32,32,32,0.0526,0.0000
13000,33,33,32,0.0526,0.0000
13100,33,33,32,0.0526,0.0000
13200,33,33,33,0.0526,0.0000
13300,34,33,33,0.0526,0.0000
13400,34,33,33,0.0526,0.0000
13500,34,34,34,0.0526,0.0000
13600,34,34,34,0.0526,0.0000
13700,35,34,34,0.0526,0.0000
13800,35,35,34,0.0526,0.0000
13900,35,35,34,0.0526,0.0000
14000,36,35,35,0.0526,0.0000
14100,36,35,35,0.0526,0.0000
14200,36,35,35,0.0526,0.0000
14300,36,36,36,0.0526,0.0000
14400,36,36,36,0.0526,0.0000
14500,37,36,36,0.0526,0.0000
14600,37,37,36,0.0526,0.0000
14700,37,37,36,0.0526,0.0000
14800,38,37,37,0.0526,0.0000
14900,38,37,37,0.0526,0.0000
15000,38,38,37,0.0526,0.0000
15100,38,38,38,0.0526,0.0000
15200,38,38,38,0.0526,0.0000
15300,39,39,38,0.0526,0.0000
15400,39,39,38,0.0526,0.0000
15500,39,39,38,0.0526,0.0000
15600,40,39,39,0.0526,0.0000
15700,40,39,39,0.0526,0.0000
15800,40,40,39,0.0526,0.0000
15900,40,40,40,0.0526,0.0000
