# Settings - STEP_TO_TIME: 0.1
# Settings - SIMULATION_TIME: 10800
# Settings - STEPS: 108000
# Settings - MAX_CONTAINERS_AMMOUNT: 6
#name production.product_1 production.product_2 production.product_3 stoppers_occupied conveyors_moving
#datatype int int int float float
step,production.product_1,production.product_2,production.product_3,stoppers_occupied,conveyors_moving
0,0,0,0,0.0526,0.0238
100,0,0,0,0.1316,0.0476
200,0,0,0,0.1579,0.0952
300,0,0,0,0.1579,0.1429
400,0,0,1,0.1579,0.1429
500,1,1,1,0.1579,0.1429
600,2,1,2,0.1579,0.1190
700,2,3,3,0.1579,0.1190
800,3,3,3,0.1579,0.1429
900,4,4,4,0.1579,0.0952
1000,5,5,5,0.1579,0.1190
1100,5,5,6,0.1579,0.0952
1200,6,6,6,0.1579,0.1429
1300,7,7,7,0.1579,0.0952
1400,7,8,8,0.1579,0.0714
1500,8,8,9,0.1579,0.0714
1600,9,9,9,0.1579,0.1190
1700,10,10,10,0.1579,0.0714
1800,10,11,11,0.1579,0.0952
1900,11,11,11,0.1579,0.1429
2000,12,12,12,0.1579,0.1429
2100,13,13,13,0.1579,0.1190
2200,13,13,13,0.1579,0.1429
2300,14,14,14,0.1579,0.1429
2400,15,15,15,0.1579,0.1429
2500,15,15,16,0.1579,0.1429
2600,16,16,16,0.1579,0.1429
2700,17,17,17,0.1579,0.1429
2800,17,18,18,0.1579,0.1429
2900,18,18,19,0.1579,0.1429
3000,19,19,19,0.1579,0.1429
3100,20,20,20,0.1579,0.0952
3200,20,21,21,0.1579,0.1429
3300,21,21,21,0.1579,0.1429
3400,22,22,22,0.1579,0.0952
3500,23,23,23,0.1579,0.0952
3600,23,23,24,0.1579,0.0714
3700,24,24,24,0.1579,0.1190
3800,25,25,25,0.1579,0.0714
3900,25,26,26,0.1579,0.0714
4000,26,26,27,0.1579,0.0952
4100,27,27,27,0.1579,0.1190
4200,28,28,28,0.1579,0.0952
4300,28,29,29,0.1579,0.0952
4400,29,29,29,0.1579,0.1429
4500,30,30,30,0.1579,0.1429
4600,31,31,31,0.1579,0.1190
4700,31,31,31,0.1579,0.1429
4800,32,32,32,0.1579,0.1429
4900,33,33,33,0.1579,0.1429
5000,33,33,34,0.1579,0.1429
5100,34,34,34,0.1579,0.1429
5200,35,35,35,0.1579,0.1190
5300,35,36,36,0.1579,0.1429
5400,36,36,37,0.1579,0.1429
5500,37,37,37,0.1579,0.1429
5600,38,38,38,0.1579,0.0952
5700,38,39,39,0.1579,0.1429
5800,39,39,39,0.1579,0.1429
5900,40,40,40,0.1579,0.1190
6000,41,41,41,0.1579,0.0952
6100,41,41,42,0.1579,0.0714
6200,42,42,42,0.1579,0.1190
6300,43,43,43,0.1579,0.0714
6400,43,44,44,0.1579,0.0952
6500,44,44,44,0.1579,0.1429
6600,45,45,45,0.1579,0.1190
6700,46,46,46,0.1579,0.0952
6800,46,46,47,0.1579,0.1190
6900,47,47,47,0.1579,0.1190
7000,48,48,48,0.1579,0.1429
7100,48,49,49,0.1579,0.1429
7200,49,49,49,0.1579,0.1429
7300,50,50,50,0.1579,0.1429
7400,51,51,51,0.1579,0.1429
7500,51,51,52,0.1579,0.1429
7600,52,52,52,0.1579,0.1429
7700,53,53,53,0.1579,0.1190
7800,53,54,54,0.1579,0.1190
7900,54,54,55,0.1579,0.0714
8000,55,55,55,0.1579,0.1190
8100,56,56,56,0.1579,0.0952
8200,56,57,57,0.1579,0.0952
8300,57,57,57,0.1579,0.1429
8400,58,58,58,0.1579,0.1190
8500,59,59,59,0.1579,0.0952
8600,59,59,60,0.1579,0.0714
8700,60,60,60,0.1579,0.1190
8800,61,61,61,0.1579,0.0952
8900,61,62,62,0.1579,0.0952
9000,62,62,62,0.1579,0.1429
9100,63,63,63,0.1579,0.1429
9200,64,64,64,0.1579,0.1190
9300,64,64,65,0.1579,0.1429
9400,65,65,65,0.1579,0.1429
9500,66,66,66,0.1579,0.1429
9600,66,67,67,0.1579,0.1429
9700,67,67,67,0.1579,0.1429
9800,68,68,68,0.1579,0.1429
9900,69,69,69,0.1579,0.1190
10000,69,69,70,0.1579,0.1429
10100,70,70,70,0.1579,0.1429
10200,71,71,71,0.1579,0.0952
10300,71,72,72,0.1579,0.1190
10400,72,72,73,0.1579,0.0714
10500,73,73,73,0.1579,0.0952
10600,74,74,74,0.1579,0.0714
10700,74,75,75,0.1579,0.0952
10800,75,75,75,0.1579,0.1429
10900,76,76,76,0.1579,0.1190
11000,77,77,77,0.1579,0.0952
11100,77,77,78,0.1579,0.0952
11200,78,78,78,0.1579,0.1190
11300,79,79,79,0.1579,0.1190
11400,79,80,80,0.1579,0.0952
11500,80,80,80,0.1579,0.1429
11600,81,81,81,0.1579,0.1429
11700,82,82,82,0.1579,0.1190
11800,82,82,83,0.1579,0.1429
11900,83,83,83,0.1579,0.1429
12000,84,84,84,0.1579,0.1190
12100,84,85,85,0.1579,0.1429
12200,85,85,85,0.1579,0.1429
12300,86,86,86,0.1579,0.1429
12400,87,87,87,0.1579,0.1190
12500,87,87,88,0.1579,0.1429
12600,88,88,88,0.1579,0.1429
12700,89,89,89,0.1579,0.0952
12800,89,90,90,0.1579,0.1190
12900,90,90,91,0.1579,0.0714
13000,91,91,91,0.1579,0.1190
13100,92,92,92,0.1579,0.0714
13200,92,93,93,0.1579,0.0952
13300,93,93,93,0.1579,0.1429
13400,94,94,94,0.1579,0.1190
13500,95,95,95,0.1579,0.1190
13600,95,95,95,0.1579,0.1429
13700,96,96,96,0.1579,0.0952
13800,97,97,97,0.1579,0.1190
13900,97,97,98,0.1579,0.1190
14000,98,98,98,0.1579,0.1429
